Date,Type,Description,City
"2017-12-12 00:00:00,000","theft","from the roof.","Cleveland"
"2017-12-15 00:00:00,000","theft","there WAS no one listening, this time, as it didn’t sound at all the","Corona"
"2017-12-20 00:00:00,000","theft","they would die.","Kissimmee"
"2017-12-20 00:00:00,000","theft","straightening itself out again, so that altogether, for the first minute","Nashua"
"2017-12-27 00:00:00,000","theft","silence, and then another confusion of voices--‘Hold up his head--Brandy","Chicago"
"2017-12-31 00:00:00,000","theft","get” is the same thing as “I get what I like”!’","Huntington Beach"
"2018-01-01 00:00:00,000","theft","as all that.’","Houston"
"2018-01-03 00:00:00,000","theft","So they began solemnly dancing round and round Alice, every now and","Fort Lauderdale"
"2018-01-13 00:00:00,000","theft","‘EAT ME’ were beautifully marked in currants. ‘Well, I’ll eat it,’ said","Portsmouth"
"2018-01-13 00:00:00,000","theft","The Queen turned crimson with fury, and, after glaring at her for a","Sarasota"
"2018-01-17 00:00:00,000","theft","MORE than nothing.’","San Diego"
"2018-01-18 00:00:00,000","theft","too much frightened to say a word, but slowly followed her back to the","Honolulu"
"2018-01-22 00:00:00,000","theft","soldiers remaining behind to execute the unfortunate gardeners, who ran","Fontana"
"2018-01-25 00:00:00,000","theft","anything but sit with its mouth open, gazing up into the roof of the","Reno"
"2018-01-27 00:00:00,000","theft","March Hare.","Portsmouth"
"2018-02-09 00:00:00,000","theft","the March Hare.","Lubbock"
"2018-02-10 00:00:00,000","theft","‘It’s a pun!’ the King added in an offended tone, and everybody laughed,","Birmingham"
"2018-02-15 00:00:00,000","theft","year it is?’","Kailua"
"2018-02-21 00:00:00,000","theft","thing before, and he wasn’t going to begin at HIS time of life.","Gastonia"
"2018-03-09 00:00:00,000","theft","authority over Alice.","Jackson"
"2018-03-11 00:00:00,000","theft","the Duchess and the baby--the fire-irons came first; then followed a","Evansville"
"2018-03-16 00:00:00,000","theft","‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t","Costa Mesa"
"2018-03-25 00:00:00,000","theft","sat down and cried.","Toledo"
"2018-04-02 00:00:00,000","theft","to herself, ‘whenever I eat or drink anything; so I’ll just see what","Gastonia"
"2018-04-04 00:00:00,000","theft","said Alice, in a coaxing tone, and she tried hard to whistle to it; but","Murfreesboro"
"2018-04-12 00:00:00,000","theft","‘It all came different!’ the Mock Turtle repeated thoughtfully. ‘I","Monterey"
"2018-04-20 00:00:00,000","theft","that was sitting on the top with its arms folded, quietly smoking a long","San Jose"
"2018-04-26 00:00:00,000","theft","‘What did they draw?’ said Alice, quite forgetting her promise.","Danbury"
"2018-04-27 00:00:00,000","theft","shouting ‘Off with his head!’ or ‘Off with her head!’ about once in a","Mobile"
"2018-01-15 00:00:00,000","assault","Hamilton: Lee, do you yield? Burr: You shot him in the side! Yes he yields!","SQL City"
"2018-01-15 00:00:00,000","assault","Report Not Found","SQL City"
"2017-01-01 00:00:00,000","assault","twist it up into a sort of knot, and then keep tight hold of its right","Nashville"
"2017-01-15 00:00:00,000","assault","‘Nothing WHATEVER?’ persisted the King.","Jersey City"
"2017-01-16 00:00:00,000","assault","my fur and whiskers! She’ll get me executed, as sure as ferrets are","Plano"
"2017-01-17 00:00:00,000","assault","with the words ‘DRINK ME,’ but nevertheless she uncorked it and put it","Anaheim"
"2017-01-28 00:00:00,000","assault","wag my tail when I’m angry. Therefore I’m mad.’","Nashua"
"2017-01-29 00:00:00,000","assault","OUT OF ITS WAISTCOAT-POCKET, and looked at it, and then hurried on,","Irving"
"2017-02-10 00:00:00,000","assault","‘Oh, I’ve had such a curious dream!’ said Alice, and she told her","Fargo"
"2017-02-12 00:00:00,000","assault","    That your eye was as steady as ever;","Corona"
"2017-02-19 00:00:00,000","assault","whiskers!’","Kenosha"
"2017-02-19 00:00:00,000","assault","‘I’M not a mile high,’ said Alice.","Grand Rapids"
"2017-02-22 00:00:00,000","assault","‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in","El Monte"
"2017-02-27 00:00:00,000","assault","She was moving them about as she spoke, but no result seemed to follow,","Portsmouth"
"2017-03-03 00:00:00,000","assault","her: she gave a little scream, half of fright and half of anger, and","Portland"
"2017-03-08 00:00:00,000","assault","kind to them,’ thought Alice, ‘or perhaps they won’t walk the way I want","Des Moines"
"2017-03-10 00:00:00,000","assault","‘And how many hours a day did you do lessons?’ said Alice, in a hurry to","Fresno"
"2017-03-15 00:00:00,000","assault","herself in a long, low hall, which was lit up by a row of lamps hanging","Marina"
"2017-03-17 00:00:00,000","assault","Queen.","Davidson County"
"2017-04-01 00:00:00,000","assault","people began running about in all directions, tumbling up against each","Downey"
"2017-04-01 00:00:00,000","assault","For some minutes the whole court was in confusion, getting the Dormouse","Fort Walton Beach"
"2017-04-01 00:00:00,000","assault","‘You promised to tell me your history, you know,’ said Alice, ‘and why","Santa Clarita"
"2017-04-05 00:00:00,000","assault","of tiny white kid gloves: she took up the fan and a pair of the gloves,","Danbury"
"2017-04-08 00:00:00,000","assault","Alice had no idea what to do, and in despair she put her hand in her","Cleveland"
"2017-04-09 00:00:00,000","assault","Then came a little pattering of feet on the stairs. Alice knew it was","Yakima"
"2017-04-14 00:00:00,000","assault","place, with a little house in it about four feet high. ‘Whoever lives","Providence"
"2017-04-20 00:00:00,000","assault","‘I don’t see,’ said the Caterpillar.","Johnson City"
"2017-05-03 00:00:00,000","assault","‘Why,’ said the Gryphon, ‘you first form into a line along the","Visalia"
"2017-05-04 00:00:00,000","assault","‘It was much pleasanter at home,’ thought poor Alice, ‘when one wasn’t","Springfield"
"2017-05-04 00:00:00,000","assault","There was not a moment to be lost: away went Alice like the wind, and","South Lyon"
"2017-05-08 00:00:00,000","assault","croquet-ground.","Gilbert"
"2017-05-18 00:00:00,000","assault","           death.”’","Burlington"
"2017-05-23 00:00:00,000","assault","appear, and after a minute or two she walked on in the direction in","Boston"
"2017-05-26 00:00:00,000","assault","‘Boots and shoes under the sea,’ the Gryphon went on in a deep voice,","Bonita Springs"
"2017-05-28 00:00:00,000","assault","carefully, remarking, ‘I really must be getting home; the night-air","Modesto"
"2017-05-29 00:00:00,000","assault","‘Why?’ said the Caterpillar.","St. Petersburg"
"2017-05-29 00:00:00,000","assault","verse.’","Havre de Grace"
"2017-05-30 00:00:00,000","assault","likely it can talk: at any rate, there’s no harm in trying.’ So she","Frederick"
"2017-06-04 00:00:00,000","assault","it to make it stop.","Portland"
"2017-06-06 00:00:00,000","assault","Alice, who felt ready to sink into the earth. At last the Gryphon said","Detroit"
"2017-06-06 00:00:00,000","assault","    *    *    *    *    *    *","Elk Grove"
"2017-06-15 00:00:00,000","assault","came upon a neat little house, on the door of which was a bright brass","Bremerton"
"2017-06-24 00:00:00,000","assault","hot tea upon its nose.","Muskegon"
"2017-06-25 00:00:00,000","assault","Bill’s place for a good deal: this fireplace is narrow, to be sure; but","Riverside"
"2017-06-28 00:00:00,000","assault","rather a handsome pig, I think.’ And she began thinking over other","Toledo"
"2017-07-02 00:00:00,000","assault","hurry, muttering to himself as he came, ‘Oh! the Duchess, the Duchess!","Irving"
"2017-07-07 00:00:00,000","assault","something like this:--","Sterling Heights"
"2017-07-10 00:00:00,000","assault","‘Write that down,’ the King said to the jury, and the jury eagerly","Evansville"
"2017-07-10 00:00:00,000","assault","cost them their lives.","Tempe"
"2017-07-14 00:00:00,000","assault","go down the chimney!’","Bel Air"
"2017-07-15 00:00:00,000","assault","disappeared; so the King and the executioner ran wildly up and down","Thousand Oaks"
"2017-07-21 00:00:00,000","assault","‘If any one of them can explain it,’ said Alice, (she had grown so large","Saint Louis"
"2017-07-24 00:00:00,000","assault","‘Boots and shoes under the sea,’ the Gryphon went on in a deep voice,","Daytona Beach"
"2017-08-02 00:00:00,000","assault","to say!’","Port Orange"
"2017-08-06 00:00:00,000","assault","  When the sands are all dry, he is gay as a lark,","Rancho Cucamonga"
"2017-08-13 00:00:00,000","assault","‘Oh, I beg your pardon!’ cried Alice hastily, afraid that she had hurt","Cedar Rapids"
"2017-08-19 00:00:00,000","assault","sharp little chin into Alice’s shoulder as she added, ‘and the moral","Topeka"
"2017-08-25 00:00:00,000","assault","seen them so often, of course you know what they’re like.’","Richland"
"2017-08-27 00:00:00,000","assault","Alice was rather doubtful whether she ought not to lie down on her face","Hollywood"
"2017-09-08 00:00:00,000","assault","‘What size do you want to be?’ it asked.","Springdale"
"2017-09-13 00:00:00,000","assault","her life; it was all ridges and furrows; the balls were live hedgehogs,","Memphis"
"2017-09-17 00:00:00,000","assault","‘Please would you tell me,’ said Alice, a little timidly, for she was","Bloomington"
"2017-09-22 00:00:00,000","assault","I THINK I can kick a little!’","St. Paul"
"2017-09-22 00:00:00,000","assault","till the puppy’s bark sounded quite faint in the distance.","Tucson"
"2017-09-27 00:00:00,000","assault","saying to herself ‘Suppose it should be raving mad after all! I almost","Murrieta"
"2017-10-04 00:00:00,000","assault","a French mouse, come over with William the Conqueror.’ (For, with all","Sterling Heights"
"2017-10-04 00:00:00,000","assault","till she heard a little animal (she couldn’t guess of what sort it was)","Detroit"
"2017-10-28 00:00:00,000","assault","when they had been running half an hour or so, and were quite dry again,","Peoria"
"2017-10-29 00:00:00,000","assault","Here the other guinea-pig cheered, and was suppressed.","Hagerstown"
"2017-11-01 00:00:00,000","assault","that was sitting on the top with its arms folded, quietly smoking a long","Oxnard"
"2017-11-01 00:00:00,000","assault","a rabbit! I suppose Dinah’ll be sending me on messages next!’ And she","Mesquite"
"2017-11-06 00:00:00,000","assault","Queen, who was reading the list of singers.","Oklahoma City"
"2017-11-07 00:00:00,000","assault","other side of the court.","Augusta"
"2017-11-08 00:00:00,000","assault","down the bottle, saying to herself ‘That’s quite enough--I hope I shan’t","Clarksville"
"2017-11-10 00:00:00,000","assault","from one foot to the other, looking uneasily at the Queen, and in","Richmond"
"2017-11-14 00:00:00,000","assault","‘The lobsters!’ shouted the Gryphon, with a bound into the air.","Inglewood"
"2017-11-14 00:00:00,000","assault","sea. The master was an old Turtle--we used to call him Tortoise--’","Elk Grove"
"2017-11-30 00:00:00,000","assault","diamonds, and walked two and two, as the soldiers did. After these came","Dallas"
"2017-12-03 00:00:00,000","assault","alternately without a moment’s pause. The only things in the kitchen","Springdale"
"2017-12-04 00:00:00,000","assault","and broke to pieces against one of the trees behind him.","Killeen"
"2017-12-05 00:00:00,000","assault","   ‘You are old,’ said the youth, ‘as I mentioned before,","Fort Wayne"
"2017-12-12 00:00:00,000","assault","the trees, a little sharp bark just over her head made her look up in a","Odessa"
"2017-12-13 00:00:00,000","assault","conversations?’","Round Lake Beach"
"2017-12-15 00:00:00,000","assault","be growing small again.’ She got up and went to the table to measure","North Charleston"
"2017-12-19 00:00:00,000","assault","   And yet you incessantly stand on your head--","Fort Walton Beach"
"2017-12-20 00:00:00,000","assault","two.","Merced"
"2018-01-11 00:00:00,000","assault","about two feet high: even then she walked up towards it rather timidly,","Harlingen"
"2018-01-18 00:00:00,000","assault","of tiny white kid gloves: she took up the fan and a pair of the gloves,","Punta Gorda"
"2018-01-21 00:00:00,000","assault","can’t think! And oh, I wish you could see her after the birds! Why,","Vancouver"
"2018-01-23 00:00:00,000","assault","‘They lived on treacle,’ said the Dormouse, after thinking a minute or","Killeen"
"2018-01-23 00:00:00,000","assault","a procession,’ thought she, ‘if people had all to lie down upon their","Fort Worth"
"2018-01-28 00:00:00,000","assault","saying, in a solemn tone, ‘For the Duchess. An invitation from the Queen","Corona"
"2018-01-31 00:00:00,000","assault","‘Not at first, perhaps,’ said the Hatter: ‘but you could keep it to","Boise City"
"2018-02-04 00:00:00,000","assault","and very soon had to kneel down on the floor: in another minute there","Normal"
"2018-02-06 00:00:00,000","assault","best to climb up one of the legs of the table, but it was too slippery;","Duluth"
"2018-02-24 00:00:00,000","assault","Then they both bowed low, and their curls got entangled together.","Westminster"
"2018-03-02 00:00:00,000","assault","    Involved in this affair,","Jefferson"
"2018-03-21 00:00:00,000","assault","‘Of course,’ the Mock Turtle said: ‘advance twice, set to partners--’","Washington"
"2018-03-21 00:00:00,000","assault","funny watch!’ she remarked. ‘It tells the day of the month, and doesn’t","Saginaw"
"2018-03-28 00:00:00,000","assault","     Beau--ootiful Soo--oop!","Lansing"
"2018-04-02 00:00:00,000","assault","for the moment she quite forgot how to speak good English); ‘now I’m","Ogden"
"2018-04-02 00:00:00,000","assault","‘That WAS a narrow escape!’ said Alice, a good deal frightened at the","Portsmouth"
"2018-04-04 00:00:00,000","assault","‘This here young lady,’ said the Gryphon, ‘she wants for to know your","Santa Maria"
"2018-04-18 00:00:00,000","assault","in the common way.","Corona"
"2018-04-18 00:00:00,000","assault","‘How do you like the Queen?’ said the Cat in a low voice.","Port St. Lucie"
"2018-04-19 00:00:00,000","assault","out here? Run home this moment, and fetch me a pair of gloves and a fan!","Pittsburgh"
"2018-04-20 00:00:00,000","assault","So she swallowed one of the cakes, and was delighted to find that she","Panama City"
"2018-04-21 00:00:00,000","assault","time.) ‘You’re nothing but a pack of cards!’","Tuscaloosa"
"2018-04-22 00:00:00,000","assault","‘Exactly so,’ said Alice.","Port Arthur"
"2018-04-26 00:00:00,000","assault","‘But about his toes?’ the Mock Turtle persisted. ‘How COULD he turn them","New Bedford"
"2018-04-28 00:00:00,000","assault","sea-shore--’","Hickory"
"2018-05-01 00:00:00,000","assault","be NO mistake about it: it was neither more nor less than a pig, and she","Trenton"
"2017-08-20 00:00:00,000","arson","Wield the Hammer of Sol with honor, Titan, it is a thing of
            legend, both past and future.","SQL City"
"2017-01-02 00:00:00,000","arson","with a smile. There was a dead silence.","Las Vegas"
"2017-01-03 00:00:00,000","arson","witness.’ And he added in an undertone to the Queen, ‘Really, my dear,","Rochester"
"2017-01-09 00:00:00,000","arson","mouth; but she did it at last, and managed to swallow a morsel of the","Port St. Lucie"
"2017-01-09 00:00:00,000","arson","for the next moment a shower of little pebbles came rattling in at the","Little Rock"
"2017-01-18 00:00:00,000","arson","minute or two, which gave the Pigeon the opportunity of adding, ‘You’re","Wilmington"
"2017-01-21 00:00:00,000","arson","voice, ‘Why the fact is, you see, Miss, this here ought to have been a","Knoxville"
"2017-01-26 00:00:00,000","arson","‘I won’t!’ said Alice.","Richmond"
"2017-01-27 00:00:00,000","arson","tried to get her head down to them, and was delighted to find that her","Birmingham"
"2017-01-29 00:00:00,000","arson","of things--I can’t remember half of them--and it belongs to a farmer,","Bridgeport"
"2017-02-03 00:00:00,000","arson","occasional exclamation of ‘Hjckrrh!’ from the Gryphon, and the constant","Indianapolis"
"2017-02-07 00:00:00,000","arson"," “There’s a porpoise close behind us, and he’s treading on my tail.","Duluth"
"2017-02-10 00:00:00,000","arson","on.’","Scottsdale"
"2017-02-11 00:00:00,000","arson","ask: perhaps I shall see it written up somewhere.’","Marina"
"2017-02-15 00:00:00,000","arson","itself upright as it spoke (it was exactly three inches high).","Port Arthur"
"2017-02-15 00:00:00,000","arson","All the time they were playing the Queen never left off quarrelling with","Olathe"
"2017-02-16 00:00:00,000","arson","‘stupid,’ and that he had to ask his neighbour to tell him. ‘A nice","Augusta"
"2017-02-22 00:00:00,000","arson","the teapot.","Havre de Grace"
"2017-02-25 00:00:00,000","arson","about the whiting!’","Baltimore"
"2017-03-01 00:00:00,000","arson"," Would not, could not, would not, could not, could not join the dance.","Normal"
"2017-03-01 00:00:00,000","arson","‘Very true,’ said the Duchess: ‘flamingoes and mustard both bite. And","Tempe"
"2017-03-03 00:00:00,000","arson","The door led right into a large kitchen, which was full of smoke from","San Bernardino"
"2017-03-11 00:00:00,000","arson","full of tears, but said nothing.","Fort Wayne"
"2017-03-12 00:00:00,000","arson","us all about it!’","Riverside"
"2017-03-22 00:00:00,000","arson","‘I can tell you more than that, if you like,’ said the Gryphon. ‘Do you","Bellevue"
"2017-03-28 00:00:00,000","arson","‘Now, I give you fair warning,’ shouted the Queen, stamping on the","Denver"
"2017-03-30 00:00:00,000","arson","By this time she had found her way into a tidy little room with a table","Kalamazoo"
"2017-04-05 00:00:00,000","arson","desperate that she was ready to ask help of any one; so, when the Rabbit","Apple Valley"
"2017-04-07 00:00:00,000","arson","about half no time! Take your choice!’","Tyler"
"2017-04-08 00:00:00,000","arson","   ‘Beautiful Soup! Who cares for fish,","Winston"
"2017-04-08 00:00:00,000","arson","CHAPTER V. Advice from a Caterpillar","Wilmington"
"2017-04-09 00:00:00,000","arson","could hear the rattle of the teacups as the March Hare and his friends","Port Arthur"
"2017-04-14 00:00:00,000","arson","see if she could have been changed for any of them.","Salem"
"2017-04-20 00:00:00,000","arson","sweet-tempered. I only wish people knew that: then they wouldn’t be so","Denver"
"2017-04-22 00:00:00,000","arson","down yet, before the trial’s begun.’","Merced"
"2017-04-25 00:00:00,000","arson","Alice was silent.","Fargo"
"2017-04-26 00:00:00,000","arson","savage when they met in the kitchen.","Washington"
"2017-05-02 00:00:00,000","arson","after it, and fortunately was just in time to see it pop down a large","San Antonio"
"2017-05-06 00:00:00,000","arson","CHAPTER V. Advice from a Caterpillar","Escondido"
"2017-05-08 00:00:00,000","arson","   A secret, kept from all the rest,","Sarasota"
"2017-05-09 00:00:00,000","arson","Alice a little timidly: ‘but it’s no use going back to yesterday,","Raleigh"
"2017-05-15 00:00:00,000","arson","            whole","Little Rock"
"2017-05-27 00:00:00,000","arson","too much frightened to say a word, but slowly followed her back to the","Downey"
"2017-05-27 00:00:00,000","arson","surprised he’ll be when he finds out who I am! But I’d better take him","Port Saint Lucie"
"2017-05-27 00:00:00,000","arson","She ate a little bit, and said anxiously to herself, ‘Which way? Which","Los Angeles"
"2017-05-30 00:00:00,000","arson","the subjects on his flappers, ‘--Mystery, ancient and modern, with","Apple Valley"
"2017-05-30 00:00:00,000","arson","contempt. ‘I’ve seen a good many little girls in my time, but never ONE","Springfield"
"2017-06-04 00:00:00,000","arson","much larger than a rat-hole: she knelt down and looked along the passage","McAllen"
"2017-06-11 00:00:00,000","arson","them say, ‘Look out now, Five! Don’t go splashing paint over me like","Boston"
"2017-06-11 00:00:00,000","arson","from one foot to the other, looking uneasily at the Queen, and in","Racine"
"2017-06-13 00:00:00,000","arson","officers: but the Hatter was out of sight before the officer could get","San Francisco"
"2017-06-17 00:00:00,000","arson","that she had put on one of the Rabbit’s little white kid gloves while","Jersey City"
"2017-06-20 00:00:00,000","arson","Lory, who at last turned sulky, and would only say, ‘I am older than","Olympia"
"2017-06-21 00:00:00,000","arson","out with his nose, you know?’","Vallejo"
"2017-06-22 00:00:00,000","arson"," Would not, could not, would not, could not, would not join the dance.","Waterbury"
"2017-06-25 00:00:00,000","arson","‘There’s no such thing!’ Alice was beginning very angrily, but the","Richmond"
"2017-06-28 00:00:00,000","arson","great emphasis, looking hard at Alice as he said do.","Richmond"
"2017-07-04 00:00:00,000","arson","‘It isn’t mine,’ said the Hatter.","Warren"
"2017-07-06 00:00:00,000","arson","uncomfortable for the Dormouse,’ thought Alice; ‘only, as it’s asleep, I","Odessa"
"2017-07-10 00:00:00,000","arson","First came ten soldiers carrying clubs; these were all shaped like","Fort Lauderdale"
"2017-07-21 00:00:00,000","arson","obliged to write with one finger for the rest of the day; and this was","Colorado Springs"
"2017-07-29 00:00:00,000","arson","other side, the puppy made another rush at the stick, and tumbled head","Corpus Christi"
"2017-07-29 00:00:00,000","arson","nowhere to be seen--everything seemed to have changed since her swim in","Santa Maria"
"2017-08-10 00:00:00,000","arson","blow underneath her chin: it had struck her foot!","Havre de Grace"
"2017-08-20 00:00:00,000","arson","thing,’ Alice went on, half to herself, as she swam lazily about in the","Medford"
"2017-08-26 00:00:00,000","arson","what a wonderful dream it had been.","Charlotte"
"2017-09-01 00:00:00,000","arson","executed for having missed their turns, and she did not like the look","Murfreesboro"
"2017-09-09 00:00:00,000","arson","to herself, ‘if one only knew the right way to change them--’ when she","Oxnard"
"2017-09-13 00:00:00,000","arson","   Game, or any other dish?","Cincinnati"
"2017-09-26 00:00:00,000","arson","was a table, with a large dish of tarts upon it: they looked so good,","Warren"
"2017-09-30 00:00:00,000","arson","made out that she was in the pool of tears which she had wept when she","Sioux City"
"2017-10-12 00:00:00,000","arson","Alice could think of nothing else to say but ‘It belongs to the Duchess:","Norwalk"
"2017-10-12 00:00:00,000","arson","‘I said pig,’ replied Alice; ‘and I wish you wouldn’t keep appearing and","Aurora"
"2017-10-15 00:00:00,000","arson","a procession,’ thought she, ‘if people had all to lie down upon their","Lubbock"
"2017-10-25 00:00:00,000","arson","of cherry-tart, custard, pine-apple, roast turkey, toffee, and hot","Daly City"
"2017-10-25 00:00:00,000","arson","      mouse to the","Port Arthur"
"2017-10-27 00:00:00,000","arson","trial done,’ she thought, ‘and hand round the refreshments!’ But there","Cambridge"
"2017-10-31 00:00:00,000","arson","        a trial,","Lubbock"
"2017-11-05 00:00:00,000","arson","for any lesson-books!’","Fayetteville"
"2017-11-07 00:00:00,000","arson","and when she had tired herself out with trying, the poor little thing","Tucson"
"2017-11-08 00:00:00,000","arson","but, alas! the little door was shut again, and the little golden key was","Yonkers"
"2017-11-09 00:00:00,000","arson","‘I didn’t know it was YOUR table,’ said Alice; ‘it’s laid for a great","Denver"
"2017-11-21 00:00:00,000","arson","one end to the other: the Duchess was sitting on a three-legged stool in","New York City"
"2017-11-28 00:00:00,000","arson","‘Oh, I’ve had such a curious dream!’ said Alice, and she told her","Huntington"
"2017-11-30 00:00:00,000","arson","‘I’m getting tired of this. I vote the young lady tells us a story.’","Hayward"
"2017-12-09 00:00:00,000","arson","got much evidence YET,’ she said to herself. Imagine her surprise, when","Santa Cruz"
"2017-12-17 00:00:00,000","arson","walking by the White Rabbit, who was peeping anxiously into her face.","Fargo"
"2017-12-23 00:00:00,000","arson","can’t prove I did: there’s no name signed at the end.’","Escondido"
"2018-01-05 00:00:00,000","arson","‘But I don’t want to go among mad people,’ Alice remarked.","Scranton"
"2018-01-10 00:00:00,000","arson","‘Nothing,’ said Alice.","Flint"
"2018-01-10 00:00:00,000","arson","‘Nothing whatever,’ said Alice.","Hialeah"
"2018-01-15 00:00:00,000","arson","like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice","San Buenaventura"
"2018-01-18 00:00:00,000","arson","on. ‘Or would you like the Mock Turtle to sing you a song?’","Bradenton"
"2018-01-27 00:00:00,000","arson","and he went on in these words:","Denver"
"2018-01-31 00:00:00,000","arson","and very soon had to kneel down on the floor: in another minute there","Davidson County"
"2018-02-03 00:00:00,000","arson","‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of","Modesto"
"2018-02-08 00:00:00,000","arson","about half no time! Take your choice!’","Asheville"
"2018-02-14 00:00:00,000","arson","kiss my hand if it likes.’","Joliet"
"2018-02-27 00:00:00,000","arson","accident, all except the Lizard, who seemed too much overcome to do","Trenton"
"2018-03-05 00:00:00,000","arson","‘I quite agree with you,’ said the Duchess; ‘and the moral of that","Cary"
"2018-03-09 00:00:00,000","arson","it, ‘and what is the use of a book,’ thought Alice ‘without pictures or","Moreno Valley"
"2018-03-10 00:00:00,000","arson","on the table. ‘Nothing can be clearer than THAT. Then again--“BEFORE SHE","Berkeley"
"2018-03-15 00:00:00,000","arson","The King and Queen of Hearts were seated on their throne when they","Abilene"
"2018-03-16 00:00:00,000","arson","‘We must burn the house down!’ said the Rabbit’s voice; and Alice called","Portsmouth"
"2018-03-20 00:00:00,000","arson","doesn’t like changing so often, you know.’","Ocala"
"2018-03-22 00:00:00,000","arson","little histories about children who had got burnt, and eaten up by wild","Joliet"
"2018-03-31 00:00:00,000","arson","‘Only a thimble,’ said Alice sadly.","Coral Springs"
"2018-04-01 00:00:00,000","arson","the three gardeners, oblong and flat, with their hands and feet at the","Bakersfield"
"2018-04-02 00:00:00,000","arson","Alice was not much surprised at this, she was getting so used to queer","Naples"
"2018-04-04 00:00:00,000","arson","‘Not at all,’ said Alice: ‘she’s so extremely--’ Just then she noticed","South Bend"
"2018-04-08 00:00:00,000","arson","them bitter--and--and barley-sugar and such things that make children","Akron"
"2018-04-10 00:00:00,000","arson","its head impatiently, and walked a little quicker.","Santa Ana"
"2018-04-14 00:00:00,000","arson","go down the chimney!’","San Jose"
"2018-04-17 00:00:00,000","arson","Alice, she went on, ‘What’s your name, child?’","Clarke County"
"2018-04-25 00:00:00,000","arson","simply--“Never imagine yourself not to be otherwise than what it might","Louisville"
"2018-04-28 00:00:00,000","arson","remained some time after the rest of it had gone.","Denton"
